GivenName,MiddleInitial,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,GUID,Latitude,Longitude,Kilograms,Centimeters,Company,Occupation
Edward,E,Laney,"1703 Ingram Road",Julian,27283,EdwardELaney@armyspy.com,336-685-6268,fafe9f69-7e2a-4e6b-91e1-48e570e41d3b,36.015169,-79.611345,86.9,181,"Sunburst Garden Management","Operations research analyst"
Bertha,R,Haslett,"1628 Henery Street",Indianapolis,46220,BerthaRHaslett@dayrep.com,317-205-5212,abe7c461-f38a-4242-bbb0-967d6bfd08ed,39.93414,-86.029971,100.0,169,Huyler's,"Staff development specialist"
Sharon,A,Perry,"3307 Broad Street",Hueytown,35023,SharonAPerry@armyspy.com,205-497-1484,b7128361-2be6-4db5-add0-debc8257a4d3,33.400114,-87.09299,65.0,151,"Strategic Profit","Diabetes management nurse"
Mary,T,York,"3272 Par Drive",Bakersfield,93301,MaryTYork@einrot.com,805-840-9391,9c8953e9-4853-4cbe-9eab-449ab4af863c,35.427972,-118.954345,55.7,175,"Big Star Markets",Trapper
Laura,J,Frazier,"264 Linden Avenue",Orlando,32805,LauraJFrazier@jourrapide.com,407-493-1523,1edf1850-4856-4fab-b121-a3952304d8af,28.512716,-81.347069,60.7,162,Planetbiz,"Correspondence clerk"
Cora,J,Berube,"2974 Perry Street",Detroit,48226,CoraJBerube@teleworm.us,810-627-3341,0465bf70-7548-459e-aacb-d4fd7c8a87c1,42.366726,-83.027918,84.6,154,"The Flying Bear","Fine arts instructor"
Mary,R,Fly,"3082 Beech Street",Oakland,94612,MaryRFly@jourrapide.com,925-848-0340,cd399c28-9869-4fb1-b076-4de93d3e2c13,37.721339,-122.22733,88.7,171,"Music Plus","Public accountant"
Augustine,V,Chappell,"2770 Sardis Station",Minneapolis,55402,AugustineVChappell@superrito.com,612-409-5184,6ff30450-3036-4cd6-b5a1-747827358f5b,44.96596,-93.354662,110.0,185,"Record Town","Family and general practitioner"
Edward,S,Delozier,"1231 Longview Avenue",Jamaica,11432,EdwardSDelozier@jourrapide.com,718-558-1817,c2bf1288-a508-4534-94fc-8b54f387423b,40.783851,-73.812973,83.0,179,"County Seat",Grip
Michael,L,Moore,"2873 Garfield Road",Davenport,52803,MichaelLMoore@gustr.com,309-707-2737,092b7dfd-1681-4a5d-b827-de6803c1c147,41.525405,-90.53799,61.5,170,Edwards,"Electronic equipment repairer"
Guy,M,Clayton,"1917 Henry Ford Avenue",Vinita,74301,GuyMClayton@jourrapide.com,918-256-1114,4da0cbf6-8bfa-4934-bbfe-31be12fa7687,36.736095,-95.250028,105.7,167,Gemco,"Literary interpreter"
Stephenie,V,Becker,"3030 Worthington Drive",Irving,75063,StephenieVBecker@rhyta.com,972-621-5463,78e1d51e-0238-4a2c-9628-67d200eed98b,33.004857,-96.981847,67.2,164,"Intelli Wealth Group","Cost estimator"
Linda,T,Client,"3357 Marion Drive",Tampa,33634,LindaTClient@einrot.com,813-389-9580,2daa69e2-5855-480f-b5a4-0421c3fea9d5,27.965257,-82.463779,56.4,161,"Coffey's Market","University professor"
Jake,N,Pursley,"3551 Chapmans Lane",Albuquerque,87110,JakeNPursley@jourrapide.com,505-855-8478,357feaad-f2da-49c9-b034-894313d0b496,35.172596,-106.625663,104.6,181,"Poore Simon's","Transmitter operator"
Mary,X,Pichardo,"4000 Lindale Avenue",Oakland,94621,MaryXPichardo@gustr.com,510-563-3742,8612d14f-8390-45bf-8849-6ec42da5fb9b,37.759361,-122.295282,78.5,172,"Gas Legion","Adult literacy teacher"
David,C,Karsten,"3182 Jim Rosa Lane","San Francisco",94108,DavidCKarsten@einrot.com,415-837-7631,0d9898e7-f0eb-4f78-9778-73e0521ef86f,37.731727,-122.375537,66.5,175,Brendle's,"Time clerk"
William,L,Nevin,"2091 Hidden Meadow Drive",Fredonia,58440,WilliamLNevin@jourrapide.com,701-698-8095,fecf1e5b-a645-4a8f-af06-cb398d3d3a0a,46.29815,-99.266439,84.2,175,Patterson-Fletcher,"Computer hardware engineer"
Jona,R,Palma,"782 Melville Street","Scotts Hill",38374,JonaRPalma@dayrep.com,731-549-2418,9ba366e5-f2cc-4ff6-93d0-2641448ee74b,35.447919,-88.194272,100.6,151,"Maloley's Finer Foods","Recruitment consultant"
Michael,B,Medellin,"2109 Hillside Drive",Youngsville,70592,MichaelBMedellin@jourrapide.com,337-857-1297,b6355c0e-146a-4dc4-98cb-5bfc9b2a4604,30.107374,-92.020453,65.0,177,"Foreman & Clark","Film processing technician"
Robert,L,Taylor,"3923 Haul Road","Saint Paul",55102,RobertLTaylor@teleworm.us,651-205-3295,93ed7e71-97f9-4c92-a5cd-dce93bb9c391,44.918449,-93.086173,80.5,169,Macroserve,"Fishing vessel operator"
Christopher,K,Cole,"3585 Rosebud Avenue",Gassville,72626,ChristopherKCole@cuvox.de,870-435-9984,07623272-617c-42de-83ff-df031f52a1d0,36.232547,-92.558393,74.5,179,"The White Rabbit","Registered respiratory therapist"
Janet,S,Franklin,"1929 Rocky Road",Philadelphia,19103,JanetSFranklin@armyspy.com,215-667-9494,3123d6f6-070a-4df7-907e-434c5396b234,39.959969,-75.256474,88.9,162,Veramons,"Electric motor repairer"
Leila,J,Campbell,"221 Hoffman Avenue",Brooklyn,11206,LeilaJCampbell@fleckens.hu,917-933-1656,e6cb15a7-e378-4621-bdc4-459d53192f7f,40.694857,-74.004979,66.3,162,"Starship Tapes & Records","Nurse administrator"
James,S,Caruthers,"4890 Linda Street",Philadelphia,19108,JamesSCaruthers@einrot.com,267-765-5380,f5cd248b-946a-48fa-adc7-71a5c90f4a81,39.989401,-75.187349,87.2,170,"Harvest Foods","Executive secretary"
Mavis,R,Dale,"726 Valley Lane",Austin,78746,MavisRDale@gustr.com,512-597-9864,79d5c6c7-952b-4aae-8d3e-d8d2e20b5525,30.247767,-97.778321,101.3,167,"Fit Tonic","Publicity writer"
Jack,C,Lanham,"4207 Heavner Court",Indianola,50125,JackCLanham@rhyta.com,515-961-9014,7b647f92-64c6-4b6f-b7c7-446506c2cd21,41.364494,-93.656544,79.0,166,"Lafayette Radio","Gaming dealer"
Norman,K,Lunsford,"4886 Worley Avenue",Charlottesville,22903,NormanKLunsford@cuvox.de,434-296-2064,c39d2eba-7a5a-4190-99e8-1a735c2ebecc,38.020282,-78.682491,92.2,179,"Crazy Eddie","Human resources information system specialist"
William,S,Blaine,"2923 Still Pastures Drive",Lancaster,29720,WilliamSBlaine@einrot.com,803-416-4954,06bb194f-253c-47e0-8de2-b6e7b7ad5c77,34.703864,-80.672004,94.7,189,Hoyden,Geropsychologist
Elizebeth,D,Estes,"4787 Farnum Road","New York",10022,ElizebethDEstes@armyspy.com,212-308-7966,62efa32c-3e34-4e66-ba4e-5bc8dd980ea9,40.780018,-73.902174,67.1,173,"Golden Joy","Shipping clerk"
Mary,K,Stever,"2901 Washburn Street","St Gabriel",70776,MaryKStever@superrito.com,225-314-6958,e30ba404-32d6-4950-8576-6d143395a157,30.160609,-91.193247,89.6,155,"Freedom Map","Marketing specialist"
Eugene,N,Patterson,"2687 Sundown Lane",Austin,78753,EugeneNPatterson@dayrep.com,512-339-9644,26df00a4-d85b-438a-88e9-ab6f01a9ab50,30.438698,-97.682969,92.1,180,"Big Apple",Navy
Rhonda,J,August,"4248 Cheshire Road","New Haven",06511,RhondaJAugust@dayrep.com,203-410-2770,3dfef92b-29bc-441d-afd3-e6642dcadf18,41.370492,-73.009101,90.4,150,"DGS HomeSource","Applications programmer"
Jeremy,K,Howard,"290 Angie Drive","Buena Park",90621,JeremyKHoward@einrot.com,714-994-0839,69b351ea-e692-4b34-875c-9c84755cf845,33.832242,-117.964042,71.2,174,"Little Folk Shops","Welding machine tender"
Jerry,T,Olivera,"4188 Providence Lane","City Of Commerce",90040,JerryTOlivera@teleworm.us,626-840-3216,8e75090d-c023-4eca-b4dd-4f7ad8d59c02,34.058597,-118.066376,114.8,188,"Record Town","Weather forecaster"
Brandon,B,Hake,"3856 Bungalow Road",Johnson,68378,BrandonBHake@superrito.com,402-868-7105,ea0266b4-cc29-4efc-9908-368adc053356,40.420675,-95.949264,89.0,171,"Total Sources","Tower controller"
Margaret,G,Rivera,"3633 Hinkle Lake Road",Boston,02199,MargaretGRivera@cuvox.de,617-535-0037,2e06f437-249d-4fe3-85d5-3238be184b2b,42.366347,-71.120574,73.4,168,Kleinhans,"Electrical engineer"
Josh,J,Hanes,"1988 Pineview Drive",Delavan,56023,JoshJHanes@cuvox.de,507-854-8348,3e3be3c0-a5e3-4e75-8e4d-cbd1a28d21cc,43.781809,-94.109093,102.0,175,"Exact Solutions","Administrative worker supervisor"
Brenda,A,Wegner,"2125 Roguski Road",Monroe,71201,BrendaAWegner@cuvox.de,318-321-3546,db0aaad5-f7bc-429c-96ae-63a294952696,32.531325,-92.093803,81.0,175,"Nelson Brothers","General office clerk"
Jeffrey,V,Warren,"3921 Dog Hill Lane",Lawrence,66044,JeffreyVWarren@fleckens.hu,785-749-4886,8ad53efa-f488-4715-bd54-59b0c6c804a0,39.017407,-95.281632,101.3,182,SoundTrack,"Oxy-gas cutter"
Fred,E,Barron,"723 Green Gate Lane",Hanover,21076,FredEBarron@superrito.com,443-789-8005,5a5d01c4-f485-4b4e-acdb-73a5b7677bd3,39.091879,-76.661541,100.5,188,"Zany Brainy","Medical secretary"
Clifford,L,Lamb,"2617 Beechwood Avenue",Weehawken,07087,CliffordLLamb@dayrep.com,908-747-0808,091dfddd-f2eb-40c9-8a67-e1e53cd3a5f3,40.676868,-74.032883,92.3,172,"Integra Investment Plan","Database administrator"
Jose,J,Austin,"4915 Ryder Avenue",Bellevue,98007,JoseJAustin@jourrapide.com,425-373-5849,293ae2cd-3182-4fa9-8dab-b147daf584a4,47.534018,-122.230189,77.7,175,"Mission G",Biometrician
Liliana,R,Garcia,"1666 Still Street",Toledo,43602,LilianaRGarcia@superrito.com,419-707-8065,bf1daa3b-b87a-4011-97fb-b56346c3362c,41.703463,-83.467564,95.8,166,"Ideal Garden Maintenance","Employment specialist"
Josephine,J,Renteria,"1053 Hudson Street",Newark,07112,JosephineJRenteria@dayrep.com,973-926-0632,1bbda2f3-ed76-49f0-932a-91c275b74b8b,40.73887,-74.112972,51.3,168,"York Steak House","Civil service clerk"
Dora,D,Heflin,"676 Lyon Avenue",Boston,02110,DoraDHeflin@rhyta.com,508-916-3087,2e2757db-ed41-43e4-978b-3e0b2724bea4,42.332899,-71.03482,84.9,171,"Infinite Wealth Planners",Stevedore
Alice,J,Williams,"3861 Barnes Avenue","Seven Mile",45062,AliceJWilliams@jourrapide.com,513-726-6831,049836fc-e574-433f-87dd-f6b6643a3542,39.485491,-84.58464,79.7,170,Grodins,"Cash manager"
Carl,C,Chatterton,"4482 Chandler Hollow Road",Portland,97205,CarlCChatterton@jourrapide.com,412-437-3141,a907aaec-ea20-4d3d-afd9-824a65cd10cf,45.534064,-122.670441,105.5,175,"Vinyl Fever","Immigration and Naturalization Service (INS) inspector"
Tammy,B,Brown,"2477 Coburn Hollow Road",Bloomington,61701,TammyBBrown@gustr.com,309-438-2553,5ae46769-6693-4481-8ffa-dffa73927dec,40.534956,-88.967649,82.4,163,"Parts America",Abstractor
Robert,E,Walz,"1425 Edington Drive",Smyrna,30082,RobertEWalz@einrot.com,678-819-7146,15c766e5-0422-4bc1-9a2e-d10a2783c3bb,33.877841,-84.500121,64.6,188,"Museum Company","General trial court judge"
Elsa,S,McFarland,"3377 Gateway Road",Portland,97214,ElsaSMcFarland@dayrep.com,503-238-0476,8c8cfc95-f760-44e0-9deb-5824cf98ace4,45.419126,-122.713044,60.5,169,"Pace Membership Warehouse","INS agent"
Mary,D,Huckabee,"1757 Bingamon Road",Cleveland,44115,MaryDHuckabee@dayrep.com,440-584-3117,f1a56852-aee7-4942-8ffe-3d450cb7ef9b,41.437064,-81.680988,82.2,162,"Friendly Advice","Employment clerk"
Stephen,E,Williams,"2223 Heron Way",Portland,97205,StephenEWilliams@armyspy.com,503-830-1170,b0da958b-8096-4e12-952c-a98e5d7e8321,45.513319,-122.704822,63.8,175,"World of Fun","Job analysis manager"
Miriam,R,Smith,"4097 August Lane",Robeline,71469,MiriamRSmith@armyspy.com,318-472-8207,e70c2e0d-9e79-4e7b-adbf-b175f7115aee,31.622301,-93.380642,90.4,158,"Father & Son","Allopathic surgeon"
Benjamin,A,Fuentes,"684 Clay Lick Road",Longmont,80501,BenjaminAFuentes@dayrep.com,720-652-4976,bdb3cb62-5c9b-4a46-a9ac-ae4f57cef27e,40.237609,-105.087716,103.0,183,"Circuit City",Archaeologist
Mary,J,Lorenzo,"2043 Marion Drive",Tampa,33634,MaryJLorenzo@superrito.com,813-464-3907,842f0e41-8a76-4f9d-88b4-56d7dd2ab5d0,27.922481,-82.44845,46.0,171,"Chase Pitkin",Cleaner
Robert,F,Camire,"81 Park Street",Pleasanton,94588,RobertFCamire@einrot.com,925-467-0480,ec56d421-6d47-4d11-922a-a715ba427f7d,37.675703,-121.950368,84.3,171,"Media Play",Coach
Crystal,J,Lucas,"1114 Cliffside Drive",Prattsburg,14873,CrystalJLucas@gustr.com,607-522-4021,a5a607db-7305-4642-b781-e9c90db1e2dd,42.622959,-77.40883,87.3,151,"Friendly Advice","Osteopathic surgeon"
Benjamin,H,Barton,"1030 Dog Hill Lane",Lawrence,66044,BenjaminHBarton@armyspy.com,785-749-6993,85f7a8f2-f347-42cb-a56d-28c55db7129d,39.021055,-95.168529,102.3,177,"Vibrant Man","Dental hygienist"
Fletcher,M,Marshall,"1056 Coleman Avenue","Palm Springs",92262,FletcherMMarshall@cuvox.de,760-833-2011,5b5e59a8-aaf9-4580-9bbe-646cf748b203,33.722605,-116.694001,109.3,176,"Earthworks Yard Maintenance",Handymen
Stephen,D,Mendez,"4916 North Street",Ibapah,84034,StephenDMendez@superrito.com,435-234-6397,61fd6fb2-486d-433e-916c-894f6ea9ca48,39.949308,-113.904306,77.4,169,"Specific Appraisals","Architectural drafter"
Joseph,A,Martin,"4746 Broadcast Drive",Washington,20004,JosephAMartin@jourrapide.com,703-982-4989,752ad34d-4f33-4bef-bc57-0af4ea6396d4,38.846898,-76.980795,62.6,190,"Pace Membership Warehouse","Exercise instructor"
Johnathon,R,Williams,"411 O Conner Street",Pascagoula,39567,JohnathonRWilliams@einrot.com,228-712-6868,baecb12e-f17f-4239-b653-3dd40ee11d1a,30.280156,-88.521489,105.7,183,Handyman,"Occupational therapist aide"
Michel,D,Blakey,"14 Clair Street",Temple,76501,MichelDBlakey@gustr.com,254-724-9923,c9d7c180-fd66-4ec7-9d72-aa7d47919f1c,31.082495,-97.260875,83.7,171,"Reliable Guidance",Administrator
Caroline,J,Dove,"1768 Doe Meadow Drive",Savage,20763,CarolineJDove@einrot.com,301-510-5141,09ab9782-873c-4631-a63d-a606e6f19f8b,39.145995,-76.922644,85.1,166,Klopfenstein's,"Contract skidder"
Robert,S,Prioleau,"3361 Rosebud Avenue",Monette,72447,RobertSPrioleau@einrot.com,870-486-5407,3b754703-fc77-4649-b919-acd32d8ab426,35.847172,-90.443485,69.4,170,"Total Quality","Fire investigator"
Valerie,H,Boone,"2587 Zappia Drive",Lexington,40503,ValerieHBoone@superrito.com,859-296-0479,d32ffb86-97aa-41f1-94da-f725da6794c5,37.963871,-84.478332,57.7,169,Konsili,"Radiation therapist"
John,E,Bennett,"4234 Hiddenview Drive",Philadelphia,19145,JohnEBennett@einrot.com,215-952-3246,b7c307af-fe44-46d9-a9bc-6d2b59722527,39.881948,-75.141466,73.3,174,"Builders Emporium","Veterinary assistants and laboratory animal caretaker"
William,L,Parsons,"967 Coventry Court","Baton Rouge",70806,WilliamLParsons@dayrep.com,225-954-0873,44d5908f-4b0b-4a89-9609-8d9da6481074,30.504708,-91.167227,77.0,172,Vitagee,"Hospital attendant"
Antonio,S,Ratliff,"1036 Atha Drive",Bakersfield,93301,AntonioSRatliff@rhyta.com,661-635-0245,116a386f-87c4-4f79-8574-9cb48db8f462,35.289518,-119.082181,70.7,176,"Food Mart","Community planner"
April,C,Saucedo,"2454 Argonne Street",Middletown,19709,AprilCSaucedo@gustr.com,302-378-4428,30087306-c7f3-4ec5-aa26-d0a8ba64aabc,39.414044,-75.761178,73.5,160,"Jackhammer Technologies","Family and general practitioner"
Anthony,R,Castleman,"762 Stratford Court","Rocky Mount",27801,AnthonyRCastleman@rhyta.com,919-766-5090,2a2fecbb-2cda-4dfa-ad17-1c6d3020a3f0,35.987015,-77.663211,61.6,168,"Service Merchandise","Plating and coating machine tender"
Mary,J,Forest,"554 Middleville Road",Monrovia,91016,MaryJForest@superrito.com,626-359-3090,e9c6c15e-9b48-4f2d-86a5-e3dcd7b6c9fb,34.204908,-117.976243,79.8,154,"Wheels Discount Auto",Scaler
Lisa,W,Woods,"498 Formula Lane",Dallas,75248,LisaWWoods@gustr.com,469-644-3852,74fae7f5-030d-4996-9542-eb8c8dfdd5e7,32.931782,-96.838936,56.8,163,"Eli Moore Inc","Treatment plant and system operator"
Carlos,C,Clark,"1194 Hummingbird Way",Topeka,66607,CarlosCClark@teleworm.us,785-218-1370,0d6fe8a3-b6a6-4e44-b3e9-8e135daefb50,39.066952,-95.691566,80.2,180,"Video Concepts","Commercial loan officer"
Melissa,R,Milton,"922 Norman Street","Los Angeles",90042,MelissaRMilton@armyspy.com,323-259-4981,d53dc59d-9c54-4853-a6f6-3e43387ebbc7,34.143334,-118.158746,64.5,160,"Omni Architectural Designs",Producer
Meredith,E,Lane,"1130 Alexander Drive",Denton,76201,MeredithELane@gustr.com,940-312-5759,9e528881-5307-482b-a465-e5b29a0a36e4,33.246188,-97.17063,53.4,159,Janeville,"Cardiopulmonary technologist"
Jean,R,Byers,"29 Big Indian","New Orleans",70112,JeanRByers@cuvox.de,504-598-3176,1b465eac-c2d4-48f1-afc8-d9f3093fe488,29.867882,-90.088683,56.1,166,JasmineSola,"Publicity agent"
Warren,S,Barela,"4400 Hannah Street",Hickory,28601,WarrenSBarela@dayrep.com,828-315-6936,9aa50bcb-1423-4624-adae-269255cab81e,35.725272,-81.363282,93.5,176,"Henry's Hamburgers","Passenger service agent"
Mariano,M,Hare,"2613 Ritter Street",Centre,35960,MarianoMHare@superrito.com,256-300-3147,dab35492-d7a5-43a3-a9f6-f345009bb0da,34.076249,-85.583966,88.7,174,"Tech Hifi",Geologist
Jared,C,Fox,"927 Parker Drive",Cleveland,44115,JaredCFox@einrot.com,216-617-3090,b9ce7bbd-65fc-4b95-b58d-d5de206eeabd,41.409597,-81.666971,91.4,181,"Practi-Plan Mapping","Electrical and electronic equipment assembler"
Katherine,R,Hill,"4989 Rinehart Road",Miami,33128,KatherineRHill@armyspy.com,786-327-1190,6978bd2e-5a64-4b21-8686-c4fb95e76222,25.70008,-80.148519,57.3,171,"Listenin' Booth","Purchasing technician"
Thomas,A,Tripp,"731 Bingamon Road",Newbury,44065,ThomasATripp@fleckens.hu,440-564-0824,708eedae-8813-4d42-b4b7-e35b93862ca4,41.414682,-81.202186,66.8,178,"Eagle Hardware & Garden","Adult literacy teacher"
Donald,D,Fitzgerald,"4415 Dane Street",Spokane,99201,DonaldDFitzgerald@teleworm.us,509-247-9736,ed3bf643-216b-4c5d-aed7-dfb4fc8dbf3b,47.739672,-117.407941,76.5,169,GEX,Embalmer
Samantha,T,Brown,"2500 Nicholas Street",Garnett,66032,SamanthaTBrown@fleckens.hu,785-304-9955,26091df4-c6a6-4616-938b-d67de70f9d63,38.26614,-95.202923,94.9,168,"Pantry Pride","General superintendent"
Joyce,D,Silvernail,"4801 Cheshire Road","New Haven",06510,JoyceDSilvernail@superrito.com,203-436-7866,52e0664b-58bb-4a2a-a4e0-af442f91f8b2,41.296353,-72.922594,52.1,156,Monlinks,"Industrial designer"
Matthew,H,Vivian,"1397 Seltice Way",Owyhee,89832,MatthewHVivian@armyspy.com,208-759-8060,39ab6fe1-a273-4264-a303-1fa48833733e,41.658955,-116.052496,103.8,175,"ABCO Foods",Mineralogist
Margaret,M,Copeland,"2599 Tuna Street","Port Huron",48060,MargaretMCopeland@cuvox.de,810-989-1340,a43b29cd-eb45-48dc-a209-daf8bf065ad2,43.00417,-82.484183,87.9,154,"Northern Star","Recreation and parks director"
Andrew,D,Reed,"4124 Stroop Hill Road",Atlanta,30303,AndrewDReed@gustr.com,404-864-6295,103885cf-a11e-426e-853a-387b8e29178e,33.696314,-84.39093,75.8,164,Wetson's,Mineralogist
Lora,J,Lewis,"66 Bernardo Street",Vincennes,47591,LoraJLewis@armyspy.com,812-899-3936,67911271-1bd7-40a0-af4b-f69f3f55f5f0,38.6471,-87.591953,85.6,166,Protean,"Employee assistance plan manager"
Michael,D,Dumas,"949 Golden Street",Miami,33143,MichaelDDumas@cuvox.de,305-667-0381,5039a569-5176-4b7e-8854-f5fe20cdb01d,25.694298,-80.344697,93.0,173,"Checker Auto Parts","Automotive painter"
Timothy,D,Durham,"1709 Hurry Street",Fredericksburg,22401,TimothyDDurham@jourrapide.com,540-310-1341,555873a7-6ac8-423f-b665-e4cc00511633,38.211069,-77.481124,104.2,176,"Sound Warehouse",Curator
Harland,V,Burke,"1013 Baker Avenue",Dallas,75244,HarlandVBurke@cuvox.de,817-859-3062,072dd4fc-9e37-4025-b779-23a2353b2fbb,33.00631,-96.743213,96.1,183,ManCharm,Lawyer
Dewayne,S,Chandler,"2799 Holly Street",Augusta,30907,DewayneSChandler@dayrep.com,706-288-5995,d42e2216-73c4-4c3f-a9e6-a15f362c80f8,33.54798,-82.110657,96.1,169,"Grade A Investment","Obstetric sonographer"
Donald,T,Bergmann,"2226 Water Street","San Ramon",94583,DonaldTBergmann@rhyta.com,925-328-7435,fd7e0c4d-5229-4d22-8293-4da920747947,37.78347,-121.937169,112.7,178,"Country Club Markets",Announcer
Fred,K,Smith,"2340 Wexford Way","Rock Hill",29730,FredKSmith@superrito.com,803-326-4276,e41b37a7-4dc8-46d3-b07a-d158ab3e5572,34.940565,-81.062881,71.8,169,Alexander's,"Farm equipment mechanic"
Kathleen,J,Jordan,"2455 East Avenue",Phoenix,85016,KathleenJJordan@armyspy.com,480-366-7536,1a4052a4-f353-4e17-b78a-f1caeb9646d8,33.513283,-112.060203,85.3,168,"Federated Group","Painting and coating worker"
Scott,S,Martin,"3340 Winding Way","West Warwick",02893,ScottSMartin@jourrapide.com,401-714-0054,054454d8-7b28-47e7-a89f-034a8faf84ab,41.737732,-71.512626,74.6,178,"Hamady Bros. Supermarkets","EEO representative"
Darrell,J,Deloach,"1384 Walton Street",Provo,84606,DarrellJDeloach@jourrapide.com,801-342-3832,493e9a67-1bca-42da-8b38-86000b018dbf,40.119183,-111.573359,94.0,182,"Burger Chef","Extruding, forming, pressing, and compacting machine tender"
Angelo,S,Hull,"2770 Diane Street","Los Angeles",90017,AngeloSHull@superrito.com,805-392-3161,956341bf-f2fd-4db7-bac9-1d345eeec031,34.051332,-118.244453,84.8,172,"Vibrant Man","Painting restorer"
Lucy,J,Leonardo,"2312 Pearlman Avenue",Topsfield,01983,LucyJLeonardo@armyspy.com,978-213-8321,e01ee246-4d5b-443d-874f-abb9b94eb60a,42.545068,-71.015823,62.4,154,"Food Barn","Employment clerk"
Alice,J,Clark,"11 Doe Meadow Drive",Landover,20785,AliceJClark@jourrapide.com,301-583-7053,c62c5b1c-bd46-46ce-92f5-f6e9d8a4c622,38.945891,-76.882379,74.8,156,"Play Town","Junior high school teacher"
Darlene,L,Decker,"1829 Frank Avenue",Brimfield,01010,DarleneLDecker@superrito.com,413-245-5992,9bc416ea-cf01-4099-b131-d147b62b2245,42.070057,-72.169428,76.9,162,"Gas Depot","International economist"
James,L,Thomas,"2057 Lake Floyd Circle",Gaithersburg,20877,JamesLThomas@cuvox.de,301-979-2166,040c3ca9-335b-4acc-aa78-2577b6ce23a1,39.16879,-77.230363,74.3,172,"Flipside Records","Industrial hygienist"
Howard,T,Garcia,"4504 Poling Farm Road",Chester,68327,HowardTGarcia@cuvox.de,402-324-0303,5d9c3f79-c0ac-4b81-ac6e-7c3a37a2d829,39.938943,-97.648781,67.3,171,"Unity Stationers","Cutting machine operator"
Robert,B,Richey,"856 Lincoln Street","Laurel Springs",08021,RobertBRichey@einrot.com,609-495-0133,ef5efc60-36fe-4754-9ea0-97b3161309ca,39.80067,-75.094909,106.2,184,Silverwoods,"Respiratory therapist"
Carla,W,Berry,"4513 Ross Street",Belleville,62220,CarlaWBerry@teleworm.us,618-256-8920,9e658538-544f-4b44-b31e-0fb73c1cea19,38.438524,-90.055415,93.4,153,Naugles,"Curriculum specialist"
Barbara,D,Molina,"3480 Kovar Road",Worcester,01610,BarbaraDMolina@teleworm.us,508-639-0964,9a521a26-99da-46b7-850d-25b911cd43d4,42.214988,-71.800891,105.4,173,Merrymaking,Cutter
Barry,A,Meadows,"4208 Benedum Drive",Westbury,11590,BarryAMeadows@einrot.com,845-405-2033,9544d0bd-d6ae-4e99-9485-9c286501e2fe,40.694121,-73.497118,66.5,180,"Great American Music","Chief executive"
Norman,N,McDonough,"1436 Farm Meadow Drive",Phoenix,85003,NormanNMcDonough@dayrep.com,928-814-1400,01ea3378-0080-4bc0-a009-7e983f9fd51b,33.452081,-112.058727,78.2,188,"Modern Architecture Design","Financial services sales agent"
Richard,E,Fajardo,"2855 Marigold Lane",Miami,33169,RichardEFajardo@gustr.com,305-467-4745,6df3afc1-0008-4008-9823-b98575a66c34,26.020011,-80.279416,106.4,187,"Young @ Heart","Publication assistant"
Donald,M,Bean,"4819 Westfall Avenue",Rochester,55902,DonaldMBean@jourrapide.com,507-205-4504,a585e482-a92b-4726-bad4-2af4d39f4845,43.900011,-92.452445,92.8,180,"Handy City","Training administrator"
Michael,B,Rodriquez,"2785 Northwest Boulevard",Wayne,07477,MichaelBRodriquez@teleworm.us,201-925-1253,77595d98-ad9e-4c67-b553-fedfb7e23344,41.064133,-74.300369,91.2,184,"Lindsley's Lumber","Substance abuse and behavioral disorder counselor"
Lucas,C,Parent,"4665 Moonlight Drive","Maple Shade",08052,LucasCParent@cuvox.de,609-577-7168,089a5a69-79ba-4641-a9cb-3aa1d4b9e2c9,39.909719,-75.075614,71.6,171,"Tam's Stationers","Land acquisition manager"
Lorraine,M,Reny,"2204 Carolyns Circle",Dallas,75248,LorraineMReny@teleworm.us,214-707-0482,ea0105de-00d4-461f-a723-9fd8efaa8445,32.920692,-96.778022,65.0,161,"Maloley's Finer Foods","Data entry clerk"
Rosa,K,Larson,"92 Maple Lane",Birmingham,35203,RosaKLarson@jourrapide.com,256-474-2473,21ae1f15-aac0-40dc-9eff-c2c9ef2b8946,33.605359,-86.763734,95.9,159,"Quality Event Planner","Engineering geologist"
Doris,L,Apel,"690 Pretty View Lane","San Francisco",94107,DorisLApel@teleworm.us,707-934-2295,e95e5a1f-b3ab-40fe-b9a2-4032a27ab9da,37.734355,-122.425737,76.7,152,"Solid Future","Personal banker"
Virgie,V,Brigham,"1645 Bobcat Drive",Laurel,20707,VirgieVBrigham@fleckens.hu,240-863-4897,17350db2-421a-4bf2-bd85-fa46391bd96c,39.178151,-76.912977,52.6,152,"The Jolly Farmer","Personal and home care aide"
Joseph,G,Bullock,"3130 Fairmont Avenue",Mendon,64660,JosephGBullock@jourrapide.com,660-272-9693,16b85e30-2e6f-4f74-af81-a9945ea4bc84,39.63991,-93.130356,82.2,184,"Nan Duskin","Public relations manager"
Danny,M,Souder,"2304 Plainfield Avenue","White Plains",10601,DannyMSouder@teleworm.us,315-534-0638,c98a8cad-192d-4680-88ed-e53a7bbe0e49,40.959767,-73.814459,82.4,167,"Standard Brands Paint Company","General trial court judge"
